pmid	object_type	object_id	object_name	origin
14529615	promoter	RDBECOLIPMC00001	spyp	
16861804	promoter	RDBECOLIPMC00001	spyp	
9068658	promoter	RDBECOLIPMC00001	spyp	
14529615	promoter	RDBECOLIPMC00002	yfeKp	
16336047	promoter	RDBECOLIPMC00002	yfeKp	
14529615	promoter	RDBECOLIPMC00003	bepAp1	
16336047	promoter	RDBECOLIPMC00003	bepAp1	
31992590	promoter	RDBECOLIPMC00003	bepAp1	note
14529615	promoter	RDBECOLIPMC00004	bamBp	
16336047	promoter	RDBECOLIPMC00004	bamBp	
3520484	promoter	RDBECOLIPMC00005	recCp	
14529615	promoter	RDBECOLIPMC00006	infAp2	
16405963	promoter	RDBECOLIPMC00006	infAp2	
1909328	promoter	RDBECOLIPMC00006	infAp2	
1909328	promoter	RDBECOLIPMC00006	infAp2	note
14529615	promoter	RDBECOLIPMC00007	infAp1	
16405963	promoter	RDBECOLIPMC00007	infAp1	
1909328	promoter	RDBECOLIPMC00007	infAp1	
16405963	promoter	RDBECOLIPMC00007	infAp1	note
14529615	promoter	RDBECOLIPMC00008	bamDp2	
16336047	promoter	RDBECOLIPMC00008	bamDp2	
31992590	promoter	RDBECOLIPMC00008	bamDp2	note
14529615	promoter	RDBECOLIPMC00009	dsbCp2	
16336047	promoter	RDBECOLIPMC00009	dsbCp2	
31992590	promoter	RDBECOLIPMC00009	dsbCp2	note
14529615	promoter	RDBECOLIPMC00010	ygiMp2	
16336047	promoter	RDBECOLIPMC00010	ygiMp2	
14529615	promoter	RDBECOLIPMC00011	qseBp1	
16194231	promoter	RDBECOLIPMC00011	qseBp1	
14529615	promoter	RDBECOLIPMC00012	dolPp2	
16336047	promoter	RDBECOLIPMC00012	dolPp2	
14529615	promoter	RDBECOLIPMC00013	greAp2	
16336047	promoter	RDBECOLIPMC00013	greAp2	
20008510	promoter	RDBECOLIPMC00013	greAp2	
16336047	promoter	RDBECOLIPMC00013	greAp2	note
20008510	promoter	RDBECOLIPMC00013	greAp2	note
14529615	promoter	RDBECOLIPMC00014	lptBp	
16336047	promoter	RDBECOLIPMC00014	lptBp	
14529615	promoter	RDBECOLIPMC00015	flgAp	
15941987	promoter	RDBECOLIPMC00015	flgAp	
14529615	promoter	RDBECOLIPMC00016	flgBp	
15941987	promoter	RDBECOLIPMC00016	flgBp	
15941987	promoter	RDBECOLIPMC00017	yecRp	
15941987	promoter	RDBECOLIPMC00018	yejOp	
7961507	promoter	RDBECOLIPMC00019	flhBp	
14529615	promoter	RDBECOLIPMC00020	fliFp2	
1551848	promoter	RDBECOLIPMC00020	fliFp2	
11520622	promoter	RDBECOLIPMC00020	fliFp2	note
1551848	promoter	RDBECOLIPMC00020	fliFp2	note
16855242	promoter	RDBECOLIPMC00020	fliFp2	note
16997971	promoter	RDBECOLIPMC00020	fliFp2	note
14529615	promoter	RDBECOLIPMC00021	fliEp1	
15941987	promoter	RDBECOLIPMC00021	fliEp1	
27186988	promoter	RDBECOLIPMC00021	fliEp1	note
14529615	promoter	RDBECOLIPMC00022	fliFp1	
15941987	promoter	RDBECOLIPMC00022	fliFp1	
32076637	promoter	RDBECOLIPMC00022	fliFp1	note
14529615	promoter	RDBECOLIPMC00023	gltIp1	
15941987	promoter	RDBECOLIPMC00023	gltIp1	
14529615	promoter	RDBECOLIPMC00024	malQp	
16336047	promoter	RDBECOLIPMC00024	malQp	
14529615	promoter	RDBECOLIPMC00025	yhjJp	
16336047	promoter	RDBECOLIPMC00025	yhjJp	
31992590	promoter	RDBECOLIPMC00025	yhjJp	note
14529615	promoter	RDBECOLIPMC00026	yieEp	
16336047	promoter	RDBECOLIPMC00026	yieEp	
14529615	promoter	RDBECOLIPMC00027	plsBp1	
16336047	promoter	RDBECOLIPMC00027	plsBp1	
21463370	promoter	RDBECOLIPMC00027	plsBp1	
31992590	promoter	RDBECOLIPMC00027	plsBp1	note
14529615	promoter	RDBECOLIPMC00028	essDp	
16336047	promoter	RDBECOLIPMC00028	essDp	
25998262	promoter	RDBECOLIPMC00028	essDp	
14529615	promoter	RDBECOLIPMC00029	rutRp1	
16336047	promoter	RDBECOLIPMC00029	rutRp1	
14529615	promoter	RDBECOLIPMC00030	narWp	
16336047	promoter	RDBECOLIPMC00030	narWp	
14529615	promoter	RDBECOLIPMC00031	ydhIp	
16336047	promoter	RDBECOLIPMC00031	ydhIp	
31992590	promoter	RDBECOLIPMC00031	ydhIp	note
14529615	promoter	RDBECOLIPMC00032	lhrp	
16336047	promoter	RDBECOLIPMC00032	lhrp	
14529615	promoter	RDBECOLIPMC00033	rnlBp1	
16336047	promoter	RDBECOLIPMC00033	rnlBp1	
31992590	promoter	RDBECOLIPMC00033	rnlBp1	note
14529615	promoter	RDBECOLIPMC00034	gspAp4	
16336047	promoter	RDBECOLIPMC00034	gspAp4	
14529615	promoter	RDBECOLIPMC00035	yicJp	
16336047	promoter	RDBECOLIPMC00035	yicJp	
14529615	promoter	RDBECOLIPMC00036	ahpFp	
16336047	promoter	RDBECOLIPMC00036	ahpFp	
14529615	promoter	RDBECOLIPMC00037	ftnBp1	
16336047	promoter	RDBECOLIPMC00037	ftnBp1	
16428390	promoter	RDBECOLIPMC00038	ytfEp	
16428390	promoter	RDBECOLIPMC00039	ygbAp	
16428390	promoter	RDBECOLIPMC00040	tehAp	
19838305	promoter	RDBECOLIPMC00041	ybjQp	
19838305	promoter	RDBECOLIPMC00042	ltaEp	
19838305	promoter	RDBECOLIPMC00043	ybjXp	
19838305	promoter	RDBECOLIPMC00044	trxBp	
19838305	promoter	RDBECOLIPMC00045	serSp	
19838305	promoter	RDBECOLIPMC00046	ycbJp	
19838305	promoter	RDBECOLIPMC00047	ldtDp	
19838305	promoter	RDBECOLIPMC00048	mepKp	
19838305	promoter	RDBECOLIPMC00049	asnSp	
19838305	promoter	RDBECOLIPMC00050	pepNp	
19838305	promoter	RDBECOLIPMC00051	matPp	
19838305	promoter	RDBECOLIPMC00052	mgsAp	
19838305	promoter	RDBECOLIPMC00053	wrbAp	
19838305	promoter	RDBECOLIPMC00054	clsCp	
28582517	promoter	RDBECOLIPMC00054	clsCp	
19838305	promoter	RDBECOLIPMC00055	solAp	
19838305	promoter	RDBECOLIPMC00056	bssSp	
21398637	promoter	RDBECOLIPMC00056	bssSp	
19838305	promoter	RDBECOLIPMC00057	rnep4	
19838305	promoter	RDBECOLIPMC00058	rpmFp	
19838305	promoter	RDBECOLIPMC00059	iraMp1	
19838305	promoter	RDBECOLIPMC00060	bluRp	
22783906	promoter	RDBECOLIPMC00060	bluRp	
19838305	promoter	RDBECOLIPMC00061	ycgLp	
19838305	promoter	RDBECOLIPMC00062	fadRp2	
19838305	promoter	RDBECOLIPMC00063	ycgBp	
19838305	promoter	RDBECOLIPMC00064	ychJp	
8226647	promoter	RDBECOLIPMC00064	ychJp	
19838305	promoter	RDBECOLIPMC00065	yciIp	
19838305	promoter	RDBECOLIPMC00066	yciVp	
19838305	promoter	RDBECOLIPMC00067	acnAp3	
19838305	promoter	RDBECOLIPMC00068	fabIp1	
19838305	promoter	RDBECOLIPMC00069	puuDp	
22522900	promoter	RDBECOLIPMC00069	puuDp	
19838305	promoter	RDBECOLIPMC00070	ycjGp	
19838305	promoter	RDBECOLIPMC00071	ynaIp	
19838305	promoter	RDBECOLIPMC00072	uspEp	
19838305	promoter	RDBECOLIPMC00073	zntBp	
19838305	promoter	RDBECOLIPMC00074	uspFp	
19838305	promoter	RDBECOLIPMC00075	trgp	
3306678	promoter	RDBECOLIPMC00075	trgp	
19843224	promoter	RDBECOLIPMC00075	trgp	note
19838305	promoter	RDBECOLIPMC00076	ydcRp	
19838305	promoter	RDBECOLIPMC00077	yncEp	
19838305	promoter	RDBECOLIPMC00078	yncGp	
19838305	promoter	RDBECOLIPMC00079	ydfGp	
19838305	promoter	RDBECOLIPMC00080	ydfHp	
19838305	promoter	RDBECOLIPMC00081	gnsBp	
19838305	promoter	RDBECOLIPMC00082	ynfBp	
26258987	promoter	RDBECOLIPMC00082	ynfBp	
19838305	promoter	RDBECOLIPMC00083	tqsAp	
19838305	promoter	RDBECOLIPMC00084	ydgAp	
19838305	promoter	RDBECOLIPMC00085	hdhAp	
19838305	promoter	RDBECOLIPMC00086	gstAp	
19838305	promoter	RDBECOLIPMC00087	tyrSp2	
14529615	promoter	RDBECOLIPMC00088	sodCp	
19838305	promoter	RDBECOLIPMC00088	sodCp	
8626323	promoter	RDBECOLIPMC00088	sodCp	
19838295	promoter	RDBECOLIPMC00089	pykFp1	
19838305	promoter	RDBECOLIPMC00089	pykFp1	
32916947	promoter	RDBECOLIPMC00089	pykFp1	
19838295	promoter	RDBECOLIPMC00090	pykFp2	
19838305	promoter	RDBECOLIPMC00090	pykFp2	
19838305	promoter	RDBECOLIPMC00091	ydiPp	
19838305	promoter	RDBECOLIPMC00092	yniBp	
19838305	promoter	RDBECOLIPMC00093	hxpBp	
19838305	promoter	RDBECOLIPMC00094	ynjEp	
19838305	promoter	RDBECOLIPMC00095	mipAp	
19838305	promoter	RDBECOLIPMC00096	yeaGp2	
19838305	promoter	RDBECOLIPMC00097	yeaLp	
19734316	promoter	RDBECOLIPMC00098	yobFp2	
19838305	promoter	RDBECOLIPMC00098	yobFp2	
31992590	promoter	RDBECOLIPMC00098	yobFp2	note
19838305	promoter	RDBECOLIPMC00099	ptrBp	
19838295	promoter	RDBECOLIPMC00100	pykAp1	
19838305	promoter	RDBECOLIPMC00100	pykAp1	
19838295	promoter	RDBECOLIPMC00101	pykAp2	
19838305	promoter	RDBECOLIPMC00101	pykAp2	
19838305	promoter	RDBECOLIPMC00102	aspSp1	
19838305	promoter	RDBECOLIPMC00103	insA-5p	
19838305	promoter	RDBECOLIPMC00104	dcyDp	
26350134	promoter	RDBECOLIPMC00104	dcyDp	
19838305	promoter	RDBECOLIPMC00105	flup1	
19838305	promoter	RDBECOLIPMC00106	flup2	
19838305	promoter	RDBECOLIPMC00107	sbmCp1	
19838305	promoter	RDBECOLIPMC00108	sbmCp2	
17068078	promoter	RDBECOLIPMC00108	sbmCp2	note
19838305	promoter	RDBECOLIPMC00109	yeeEp	
19838305	promoter	RDBECOLIPMC00110	galFp	
19838305	promoter	RDBECOLIPMC00111	yegHp	
19838305	promoter	RDBECOLIPMC00112	gatZp	
19838305	promoter	RDBECOLIPMC00113	yegTp	
19838305	promoter	RDBECOLIPMC00114	thiMp	
19838305	promoter	RDBECOLIPMC00115	metGp1	
2259334	promoter	RDBECOLIPMC00115	metGp1	
19838305	promoter	RDBECOLIPMC00116	preTp	
18482579	promoter	RDBECOLIPMC00116	preTp	note
19838305	promoter	RDBECOLIPMC00116	preTp	note
19838305	promoter	RDBECOLIPMC00117	mepSp1	
24146601	promoter	RDBECOLIPMC00117	mepSp1	
24146601	promoter	RDBECOLIPMC00117	mepSp1	note
19838305	promoter	RDBECOLIPMC00118	yfaYp	
19838305	promoter	RDBECOLIPMC00119	yfcZp	
19838305	promoter	RDBECOLIPMC00120	mlaAp	
19838295	promoter	RDBECOLIPMC00121	glkp1	
19838305	promoter	RDBECOLIPMC00121	glkp1	
19838305	promoter	RDBECOLIPMC00122	ligAp	
19838305	promoter	RDBECOLIPMC00123	cysKp2	
19838305	promoter	RDBECOLIPMC00124	pdxKp	
19838305	promoter	RDBECOLIPMC00125	ucpAp1	
19838305	promoter	RDBECOLIPMC00126	ucpAp2	
19838305	promoter	RDBECOLIPMC00127	talAp	
19838305	promoter	RDBECOLIPMC00128	bepAp2	
19838305	promoter	RDBECOLIPMC00129	yfgMp1	
19838305	promoter	RDBECOLIPMC00130	yfgMp2	
19838305	promoter	RDBECOLIPMC00131	yfgMp3	
19838305	promoter	RDBECOLIPMC00132	yfhMp	
19838305	promoter	RDBECOLIPMC00133	sseAp	
19838305	promoter	RDBECOLIPMC00134	ffhp	
19838305	promoter	RDBECOLIPMC00135	ygaMp	
14529615	promoter	RDBECOLIPMC00136	csrAp3	
19838305	promoter	RDBECOLIPMC00136	csrAp3	
21696456	promoter	RDBECOLIPMC00136	csrAp3	
21696456	promoter	RDBECOLIPMC00136	csrAp3	note
19838305	promoter	RDBECOLIPMC00137	rpoSp1	
19838305	promoter	RDBECOLIPMC00138	rpoSp2	
19838305	promoter	RDBECOLIPMC00139	rpoSp3	
19838305	promoter	RDBECOLIPMC00140	rpoSp4	
19838295	promoter	RDBECOLIPMC00141	enop6	
19838305	promoter	RDBECOLIPMC00141	enop6	
19838305	promoter	RDBECOLIPMC00142	pyrGp	
31965171	promoter	RDBECOLIPMC00142	pyrGp	note
19838305	promoter	RDBECOLIPMC00143	rlmDp	
19838305	promoter	RDBECOLIPMC00144	queFp	
19838305	promoter	RDBECOLIPMC00145	ygeVp	
19838305	promoter	RDBECOLIPMC00146	sdhEp	
19838305	promoter	RDBECOLIPMC00147	ygfZp	
19838305	promoter	RDBECOLIPMC00148	mscSp	
19838305	promoter	RDBECOLIPMC00149	tktAp	
19838305	promoter	RDBECOLIPMC00150	gssp	
19838305	promoter	RDBECOLIPMC00151	yghUp	
19838305	promoter	RDBECOLIPMC00152	yghBp	
19838305	promoter	RDBECOLIPMC00153	dkgAp	
14602901	promoter	RDBECOLIPMC00154	ribBp	
19838305	promoter	RDBECOLIPMC00154	ribBp	
19838305	promoter	RDBECOLIPMC00155	ebgRp	
19838305	promoter	RDBECOLIPMC00156	ygjRp	
19838305	promoter	RDBECOLIPMC00157	sstTp	
19838305	promoter	RDBECOLIPMC00158	ubiTp1	
19838305	promoter	RDBECOLIPMC00159	ubiTp2	
19838305	promoter	RDBECOLIPMC00160	yhbYp	
19838305	promoter	RDBECOLIPMC00161	arcBp	
19838305	promoter	RDBECOLIPMC00162	yhcBp	
19838305	promoter	RDBECOLIPMC00163	degQp1	
19838305	promoter	RDBECOLIPMC00164	mscLp	
19838305	promoter	RDBECOLIPMC00165	rpsMp1	
19838305	promoter	RDBECOLIPMC00166	yheOp1	
19838305	promoter	RDBECOLIPMC00167	yheOp2	
19838305	promoter	RDBECOLIPMC00168	prkBp	
19838305	promoter	RDBECOLIPMC00169	tsgAp	
19838305	promoter	RDBECOLIPMC00170	mrcAp	
19838305	promoter	RDBECOLIPMC00171	rlmJp	
19838305	promoter	RDBECOLIPMC00172	yiaFp	
19838305	promoter	RDBECOLIPMC00173	avtAp	
19838305	promoter	RDBECOLIPMC00174	yibFp	
19838305	promoter	RDBECOLIPMC00175	gpmMp1	
19838305	promoter	RDBECOLIPMC00176	dfpp	
19838305	promoter	RDBECOLIPMC00177	yicHp	
19838305	promoter	RDBECOLIPMC00178	mioCp	
17302812	promoter	RDBECOLIPMC00179	ravAp	
19838305	promoter	RDBECOLIPMC00179	ravAp	
19838305	promoter	RDBECOLIPMC00180	kupp1	
19838305	promoter	RDBECOLIPMC00181	kupp2	
19838305	promoter	RDBECOLIPMC00182	kupp3	
19838305	promoter	RDBECOLIPMC00183	ppiCp	
19838305	promoter	RDBECOLIPMC00184	yigIp	
19838305	promoter	RDBECOLIPMC00185	frep1	
19838305	promoter	RDBECOLIPMC00186	frep2	
19838305	promoter	RDBECOLIPMC00187	pepQp	
19838305	promoter	RDBECOLIPMC00188	yihDp	
19838305	promoter	RDBECOLIPMC00189	yihXp	
19838295	promoter	RDBECOLIPMC00190	tpiAp2	
19838305	promoter	RDBECOLIPMC00190	tpiAp2	
19838305	promoter	RDBECOLIPMC00191	menAp1	
19838305	promoter	RDBECOLIPMC00192	yjbBp	
19838305	promoter	RDBECOLIPMC00193	dgkAp2	
19838305	promoter	RDBECOLIPMC00194	qorAp	
19838305	promoter	RDBECOLIPMC00195	dnaBp	
19838305	promoter	RDBECOLIPMC00196	alrp1	
19838305	promoter	RDBECOLIPMC00197	alrp2	
19838305	promoter	RDBECOLIPMC00198	yjbQp	
19838305	promoter	RDBECOLIPMC00199	yjdCp	
19838305	promoter	RDBECOLIPMC00200	groLp1	
19838305	promoter	RDBECOLIPMC00201	groLp2	
19838305	promoter	RDBECOLIPMC00202	groLp3	
19838305	promoter	RDBECOLIPMC00203	yjeIp	
19838305	promoter	RDBECOLIPMC00204	epmAp	
19838305	promoter	RDBECOLIPMC00205	rpsFp	
21398637	promoter	RDBECOLIPMC00205	rpsFp	
19838305	promoter	RDBECOLIPMC00206	ytfBp	
19838305	promoter	RDBECOLIPMC00207	cycAp	
19838305	promoter	RDBECOLIPMC00208	ppap	
19838305	promoter	RDBECOLIPMC00209	tldEp	
19838305	promoter	RDBECOLIPMC00210	ridAp	
19838305	promoter	RDBECOLIPMC00211	rraBp2	
19838305	promoter	RDBECOLIPMC00212	holDp	
14529615	promoter	RDBECOLIPMC00213	ydhYp	
18227264	promoter	RDBECOLIPMC00213	ydhYp	
14529615	promoter	RDBECOLIPMC00214	artPp1	
15489429	promoter	RDBECOLIPMC00214	artPp1	
14529615	promoter	RDBECOLIPMC00215	artPp2	
15489429	promoter	RDBECOLIPMC00215	artPp2	
14529615	promoter	RDBECOLIPMC00216	artPp3	
15489429	promoter	RDBECOLIPMC00216	artPp3	
14529615	promoter	RDBECOLIPMC00217	ybgAp2	
15489429	promoter	RDBECOLIPMC00217	ybgAp2	
14529615	promoter	RDBECOLIPMC00218	gptp	
6397401	promoter	RDBECOLIPMC00218	gptp	
3550697	promoter	RDBECOLIPMC00218	gptp	note
14529615	promoter	RDBECOLIPMC00219	frsAp	
6397401	promoter	RDBECOLIPMC00219	frsAp	
3550697	promoter	RDBECOLIPMC00219	frsAp	note
14529615	promoter	RDBECOLIPMC00220	dksAp2	
21488981	promoter	RDBECOLIPMC00220	dksAp2	
21496125	promoter	RDBECOLIPMC00220	dksAp2	
2180916	promoter	RDBECOLIPMC00220	dksAp2	
21488981	promoter	RDBECOLIPMC00220	dksAp2	note
21496125	promoter	RDBECOLIPMC00220	dksAp2	note
14529615	promoter	RDBECOLIPMC00221	panBp	
8096212	promoter	RDBECOLIPMC00221	panBp	
3550697	promoter	RDBECOLIPMC00221	panBp	note
14529615	promoter	RDBECOLIPMC00222	ecnBp	
9677290	promoter	RDBECOLIPMC00222	ecnBp	
18375564	promoter	RDBECOLIPMC00223	creDp	
14529615	promoter	RDBECOLIPMC00224	tolCp4	
18673442	promoter	RDBECOLIPMC00224	tolCp4	
14529615	promoter	RDBECOLIPMC00225	nemRp	
18567656	promoter	RDBECOLIPMC00225	nemRp	
14529615	promoter	RDBECOLIPMC00226	decRp	
3550697	promoter	RDBECOLIPMC00226	decRp	note
14529615	promoter	RDBECOLIPMC00227	yliMp	
7836315	promoter	RDBECOLIPMC00227	yliMp	
7836315	promoter	RDBECOLIPMC00227	yliMp	note
14529615	promoter	RDBECOLIPMC00228	cyaRp	
18619465	promoter	RDBECOLIPMC00228	cyaRp	
18978044	promoter	RDBECOLIPMC00228	cyaRp	
21398637	promoter	RDBECOLIPMC00228	cyaRp	
18619465	promoter	RDBECOLIPMC00228	cyaRp	note
1328157	promoter	RDBECOLIPMC00229	coaAp	
14529615	promoter	RDBECOLIPMC00230	ssrSp1	
15550566	promoter	RDBECOLIPMC00230	ssrSp1	
21398637	promoter	RDBECOLIPMC00230	ssrSp1	
23864284	promoter	RDBECOLIPMC00230	ssrSp1	note
31992590	promoter	RDBECOLIPMC00230	ssrSp1	note
14529615	promoter	RDBECOLIPMC00231	ssrSp2	
15550566	promoter	RDBECOLIPMC00231	ssrSp2	
2579060	promoter	RDBECOLIPMC00231	ssrSp2	
23864284	promoter	RDBECOLIPMC00231	ssrSp2	note
14529615	promoter	RDBECOLIPMC00232	nadEp	
3025172	promoter	RDBECOLIPMC00232	nadEp	
14529615	promoter	RDBECOLIPMC00233	lsrRp	
16321939	promoter	RDBECOLIPMC00233	lsrRp	
16321939	promoter	RDBECOLIPMC00233	lsrRp	note
14529615	promoter	RDBECOLIPMC00234	pstBp3	
2993631	promoter	RDBECOLIPMC00234	pstBp3	
3550697	promoter	RDBECOLIPMC00234	pstBp3	note
2664418	promoter	RDBECOLIPMC00235	yicCp	
2664418	promoter	RDBECOLIPMC00236	dinDp	
14529615	promoter	RDBECOLIPMC00237	yebGp	
9368369	promoter	RDBECOLIPMC00237	yebGp	
3550697	promoter	RDBECOLIPMC00237	yebGp	note
21398637	promoter	RDBECOLIPMC00238	dinIp	
8682790	promoter	RDBECOLIPMC00238	dinIp	
14529615	promoter	RDBECOLIPMC00239	hokEp	
18158297	promoter	RDBECOLIPMC00239	hokEp	
14529615	promoter	RDBECOLIPMC00240	ybfEp	
18158297	promoter	RDBECOLIPMC00240	ybfEp	
14529615	promoter	RDBECOLIPMC00241	chop	
14529615	promoter	RDBECOLIPMC00242	ydiVp	
18158297	promoter	RDBECOLIPMC00242	ydiVp	
14523115	promoter	RDBECOLIPMC00243	mdtEp1	
14523115	promoter	RDBECOLIPMC00244	mdtEp2	
14523115	promoter	RDBECOLIPMC00245	mdtEp3	
14523115	promoter	RDBECOLIPMC00246	cmrp2	
14523115	promoter	RDBECOLIPMC00247	tolCp1	
18673442	promoter	RDBECOLIPMC00247	tolCp1	note
14523115	promoter	RDBECOLIPMC00248	tolCp2	
18673442	promoter	RDBECOLIPMC00249	tolCp3	
14529615	promoter	RDBECOLIPMC00250	murRp	
18723630	promoter	RDBECOLIPMC00250	murRp	
14529615	promoter	RDBECOLIPMC00251	murQp1	
18723630	promoter	RDBECOLIPMC00251	murQp1	
14529615	promoter	RDBECOLIPMC00252	murQp2	
18723630	promoter	RDBECOLIPMC00252	murQp2	
14529615	promoter	RDBECOLIPMC00253	sibAp	
18710431	promoter	RDBECOLIPMC00253	sibAp	
14529615	promoter	RDBECOLIPMC00254	sibDp	
18710431	promoter	RDBECOLIPMC00254	sibDp	
14529615	promoter	RDBECOLIPMC00255	sibEp	
18710431	promoter	RDBECOLIPMC00255	sibEp	
18710431	promoter	RDBECOLIPMC00256	sibCp	
14529615	promoter	RDBECOLIPMC00257	sibBp	
18710431	promoter	RDBECOLIPMC00257	sibBp	
14529615	promoter	RDBECOLIPMC00258	ycdTp	
18713317	promoter	RDBECOLIPMC00258	ycdTp	
14529615	promoter	RDBECOLIPMC00259	folEp	
18808381	promoter	RDBECOLIPMC00260	gadWp1	
18808381	promoter	RDBECOLIPMC00261	gadWp2	
18978044	promoter	RDBECOLIPMC00262	yqaEp	
18978044	promoter	RDBECOLIPMC00263	luxSp2	
20976191	promoter	RDBECOLIPMC00263	luxSp2	
14529615	promoter	RDBECOLIPMC00264	yefMp	
17170003	promoter	RDBECOLIPMC00264	yefMp	
14529615	promoter	RDBECOLIPMC00265	uvrBp1	
6280873	promoter	RDBECOLIPMC00265	uvrBp1	
14529615	promoter	RDBECOLIPMC00266	yegRp	
19352034	promoter	RDBECOLIPMC00266	yegRp	
14529615	promoter	RDBECOLIPMC00267	yojIp	
19074390	promoter	RDBECOLIPMC00267	yojIp	
3550697	promoter	RDBECOLIPMC00267	yojIp	note
14529615	promoter	RDBECOLIPMC00268	gmkp	
8390989	promoter	RDBECOLIPMC00268	gmkp	
14529615	promoter	RDBECOLIPMC00269	rpoZp	
8390989	promoter	RDBECOLIPMC00269	rpoZp	
14529615	promoter	RDBECOLIPMC00270	yifLp	
3057443	promoter	RDBECOLIPMC00270	yifLp	
14529615	promoter	RDBECOLIPMC00271	gadEp3	
19220752	promoter	RDBECOLIPMC00271	gadEp3	
19220752	promoter	RDBECOLIPMC00271	gadEp3	note
24600026	promoter	RDBECOLIPMC00271	gadEp3	note
14529615	promoter	RDBECOLIPMC00272	dinJp	
18158297	promoter	RDBECOLIPMC00273	puuAp	
22522900	promoter	RDBECOLIPMC00273	puuAp	
14529615	promoter	RDBECOLIPMC00274	fadRp1	
2843809	promoter	RDBECOLIPMC00274	fadRp1	
14529615	promoter	RDBECOLIPMC00275	yjeVp	
8830270	promoter	RDBECOLIPMC00275	yjeVp	
8830270	promoter	RDBECOLIPMC00276	queGp	
2825131	promoter	RDBECOLIPMC00277	ogtp	
32662815	promoter	RDBECOLIPMC00277	ogtp	
14529615	promoter	RDBECOLIPMC00278	pldAp	
19383799	promoter	RDBECOLIPMC00278	pldAp	
3550697	promoter	RDBECOLIPMC00278	pldAp	note
14529615	promoter	RDBECOLIPMC00279	pepAp1	
7616564	promoter	RDBECOLIPMC00279	pepAp1	
14529615	promoter	RDBECOLIPMC00280	pepAp2	
7616564	promoter	RDBECOLIPMC00280	pepAp2	
14529615	promoter	RDBECOLIPMC00281	pepAp3	
7616564	promoter	RDBECOLIPMC00281	pepAp3	
14529615	promoter	RDBECOLIPMC00282	ppdDp	
17068078	promoter	RDBECOLIPMC00282	ppdDp	note
14529615	promoter	RDBECOLIPMC00283	hofMp	
18158297	promoter	RDBECOLIPMC00283	hofMp	
17068078	promoter	RDBECOLIPMC00283	hofMp	note
14529615	promoter	RDBECOLIPMC00284	gadEp4	
19352034	promoter	RDBECOLIPMC00284	gadEp4	
14529615	promoter	RDBECOLIPMC00285	ydeJp	
14529615	promoter	RDBECOLIPMC00286	ybdNp	
14529615	promoter	RDBECOLIPMC00287	waaYp	
19376854	promoter	RDBECOLIPMC00287	waaYp	
18997424	promoter	RDBECOLIPMC00288	mdhp2	
18997424	promoter	RDBECOLIPMC00289	uxaCp1	
18997424	promoter	RDBECOLIPMC00290	exuTp1	
18997424	promoter	RDBECOLIPMC00291	citCp2	
18997424	promoter	RDBECOLIPMC00292	dpiBp1	
19426207	promoter	RDBECOLIPMC00293	dpiBp2	
19400782	promoter	RDBECOLIPMC00294	chiZp	
14529615	promoter	RDBECOLIPMC00295	yddGp	
19534419	promoter	RDBECOLIPMC00295	yddGp	
14529615	promoter	RDBECOLIPMC00296	dinBp	
14529615	promoter	RDBECOLIPMC00297	hicAp1	
19060138	promoter	RDBECOLIPMC00297	hicAp1	
14529615	promoter	RDBECOLIPMC00298	rndp	
2681190	promoter	RDBECOLIPMC00298	rndp	
19101473	promoter	RDBECOLIPMC00299	tsaEp	
19101473	promoter	RDBECOLIPMC00299	tsaEp	note
11443092	promoter	RDBECOLIPMC00300	dsbGp	
11443092	promoter	RDBECOLIPMC00301	ahpCp2	
14529615	promoter	RDBECOLIPMC00301	ahpCp2	
10931331	promoter	RDBECOLIPMC00302	blrp	
26258987	promoter	RDBECOLIPMC00302	blrp	
14529615	promoter	RDBECOLIPMC00303	yrbNp1	
2045359	promoter	RDBECOLIPMC00303	yrbNp1	
14529615	promoter	RDBECOLIPMC00304	mqsRp1	
19690171	promoter	RDBECOLIPMC00304	mqsRp1	
31848281	promoter	RDBECOLIPMC00304	mqsRp1	note
11101675	promoter	RDBECOLIPMC00305	yjjZp	
22751503	promoter	RDBECOLIPMC00305	yjjZp	
22751503	promoter	RDBECOLIPMC00305	yjjZp	note
14529615	promoter	RDBECOLIPMC00306	galRp	
8416900	promoter	RDBECOLIPMC00306	galRp	
21460078	promoter	RDBECOLIPMC00307	yjcCp	
14529615	promoter	RDBECOLIPMC00308	mepHp	
14529615	promoter	RDBECOLIPMC00309	bdcAp	
14529615	promoter	RDBECOLIPMC00310	tynAp	
24013633	promoter	RDBECOLIPMC00310	tynAp	
14529615	promoter	RDBECOLIPMC00311	rfep	
14529615	promoter	RDBECOLIPMC00312	yeaEp	
14529615	promoter	RDBECOLIPMC00313	mhpTp	
18158297	promoter	RDBECOLIPMC00313	mhpTp	
14529615	promoter	RDBECOLIPMC00314	dkgBp	
18158297	promoter	RDBECOLIPMC00314	dkgBp	
14529615	promoter	RDBECOLIPMC00315	ftsBp	
18158297	promoter	RDBECOLIPMC00315	ftsBp	
14529615	promoter	RDBECOLIPMC00316	grxD	
14529615	promoter	RDBECOLIPMC00317	pgpCp	
19838305	promoter	RDBECOLIPMC00317	pgpCp	
14529615	promoter	RDBECOLIPMC00318	iraDp1	
19820090	promoter	RDBECOLIPMC00318	iraDp1	
